hs6,description
520822,"Woven fabrics of cotton, containing 85 % or more by weight of - Bleached - Plain weave, weighing more than 100 g/m2"
520823,"Woven fabrics of cotton, containing 85 % or more by weight of - Bleached - 3-thread or 4-thread twill, including cross twill"
520829,"Woven fabrics of cotton, containing 85 % or more by weight of - Bleached - Other fabrics"
520831,"Woven fabrics of cotton, containing 85 % or more by weight of - Dyed - Plain weave, weighing not more than 100 g/m2"
520832,"Woven fabrics of cotton, containing 85 % or more by weight of - Dyed - Plain weave, weighing more than 100 g/m2"
520833,"Woven fabrics of cotton, containing 85 % or more by weight of - Dyed - 3-thread or 4-thread twill, including cross twill"
520839,"Woven fabrics of cotton, containing 85 % or more by weight of - Dyed - Other fabrics"
520841,"Woven fabrics of cotton, containing 85 % or more by weight of - Of yarns of different colours - Plain weave, weighing not more than 100 g/m2"
520842,"Woven fabrics of cotton, containing 85 % or more by weight of - Of yarns of different colours - Plain weave, weighing more than 100 g/m2"
520843,"Woven fabrics of cotton, containing 85 % or more by weight of - Of yarns of different colours - 3-thread or 4-thread twill, including cross twill"
520849,"Woven fabrics of cotton, containing 85 % or more by weight of - Of yarns of different colours - Other fabrics"
520851,"Woven fabrics of cotton, containing 85 % or more by weight of - Printed - Plain weave, weighing not more than 100 g/m2"
520852,"Woven fabrics of cotton, containing 85 % or more by weight of - Printed - Plain weave, weighing more than 100 g/m2"
520859,"Woven fabrics of cotton, containing 85 % or more by weight of - Printed - Other fabrics"
520911,"Woven fabrics of cotton, containing 85 % or more by weight of - Unbleached - Plain weave"
520912,"Woven fabrics of cotton, containing 85 % or more by weight of - Unbleached - 3-thread or 4-thread twill, including cross twill"
520919,"Woven fabrics of cotton, containing 85 % or more by weight of - Unbleached - Other fabrics"
520921,"Woven fabrics of cotton, containing 85 % or more by weight of - Bleached - Plain weave"
520922,"Woven fabrics of cotton, containing 85 % or more by weight of - Bleached - 3-thread or 4-thread twill, including cross twill"
520929,"Woven fabrics of cotton, containing 85 % or more by weight of - Bleached - Other fabrics"
520931,"Woven fabrics of cotton, containing 85 % or more by weight of - Dyed - Plain weave"
520932,"Woven fabrics of cotton, containing 85 % or more by weight of - Dyed - 3-thread or 4-thread twill, including cross twill"
520939,"Woven fabrics of cotton, containing 85 % or more by weight of - Dyed - Other fabrics"
520941,"Woven fabrics of cotton, containing 85 % or more by weight of - Of yarns of different colours - Plain weave"
520942,"Woven fabrics of cotton, containing 85 % or more by weight of - Of yarns of different colours - 1.- For the purposes of subheadings and 5211.42, the expression “denim” means fabrics of yarns"
520943,"Woven fabrics of cotton, containing 85 % or more by weight of - Of yarns of different colours - Other fabrics of 3-thread or 4-thread twill, including cross twill"
520949,"Woven fabrics of cotton, containing 85 % or more by weight of - Of yarns of different colours - Other fabrics"
520951,"Woven fabrics of cotton, containing 85 % or more by weight of - Printed - Plain weave"
520952,"Woven fabrics of cotton, containing 85 % or more by weight of - Printed - 3-thread or 4-thread twill, including cross twill"
520959,"Woven fabrics of cotton, containing 85 % or more by weight of - Printed - Other fabrics"
521011,"Woven fabrics of cotton, containing less than 85 % by weight of - Unbleached - Plain weave"
521019,"Woven fabrics of cotton, containing less than 85 % by weight of - Unbleached - Other fabrics"
521021,"Woven fabrics of cotton, containing less than 85 % by weight of - Bleached - Plain weave"
521029,"Woven fabrics of cotton, containing less than 85 % by weight of - Bleached - Other fabrics"
521031,"Woven fabrics of cotton, containing less than 85 % by weight of - Dyed - Plain weave"
521032,"Woven fabrics of cotton, containing less than 85 % by weight of - Dyed - 3-thread or 4-thread twill, including cross twill"
521039,"Woven fabrics of cotton, containing less than 85 % by weight of - Dyed - Other fabrics"
521041,"Woven fabrics of cotton, containing less than 85 % by weight of - Of yarns of different colours - Plain weave"
521049,"Woven fabrics of cotton, containing less than 85 % by weight of - Of yarns of different colours - Other fabrics"
521051,"Woven fabrics of cotton, containing less than 85 % by weight of - Printed - Plain weave"
521059,"Woven fabrics of cotton, containing less than 85 % by weight of - Printed - Other fabrics"
521111,"Woven fabrics of cotton, containing less than 85 % by weight of - Unbleached - Plain weave"
521112,"Woven fabrics of cotton, containing less than 85 % by weight of - Unbleached - 3-thread or 4-thread twill, including cross twill"
521119,"Woven fabrics of cotton, containing less than 85 % by weight of - Unbleached - Other fabrics"
521120,"Woven fabrics of cotton, containing less than 85 % by weight of - Unbleached - Bleached"
521131,"Woven fabrics of cotton, containing less than 85 % by weight of - Dyed - Plain weave"
521132,"Woven fabrics of cotton, containing less than 85 % by weight of - Dyed - 3-thread or 4-thread twill, including cross twill"
521139,"Woven fabrics of cotton, containing less than 85 % by weight of - Dyed - Other fabrics"
521141,"Woven fabrics of cotton, containing less than 85 % by weight of - Of yarns of different colours - Plain weave"
521142,"Woven fabrics of cotton, containing less than 85 % by weight of - Of yarns of different colours - 1.- For the purposes of subheadings 5209.42 and , the expression “denim” means fabrics of yarns"
521143,"Woven fabrics of cotton, containing less than 85 % by weight of - Of yarns of different colours - Other fabrics of 3-thread or 4-thread twill, including cross twill"
521149,"Woven fabrics of cotton, containing less than 85 % by weight of - Of yarns of different colours - Other fabrics"
521151,"Woven fabrics of cotton, containing less than 85 % by weight of - Printed - Plain weave"
521152,"Woven fabrics of cotton, containing less than 85 % by weight of - Printed - 3-thread or 4-thread twill, including cross twill"
521159,"Woven fabrics of cotton, containing less than 85 % by weight of - Printed - Other fabrics"
521211,Other woven fabrics of cotton - Weighing not more than 200 g/m2 - Unbleached
521212,Other woven fabrics of cotton - Weighing not more than 200 g/m2 - Bleached
521213,Other woven fabrics of cotton - Weighing not more than 200 g/m2 - Dyed
521214,Other woven fabrics of cotton - Weighing not more than 200 g/m2 - Of yarns of different colours
521215,Other woven fabrics of cotton - Weighing not more than 200 g/m2 - Printed
521221,Other woven fabrics of cotton - Weighing more than 200 g/m2 - Unbleached
521222,Other woven fabrics of cotton - Weighing more than 200 g/m2 - Bleached
521223,Other woven fabrics of cotton - Weighing more than 200 g/m2 - Dyed
521224,Other woven fabrics of cotton - Weighing more than 200 g/m2 - Of yarns of different colours
521225,Other woven fabrics of cotton - Weighing more than 200 g/m2 - Printed
530110,"Flax, raw or processed but not spun; flax tow and waste - Flax, raw or retted"
530121,"Flax, raw or processed but not spun; flax tow and waste - Broken or scutched"
530129,"Flax, raw or processed but not spun; flax tow and waste - Other"
530130,"Flax, raw or processed but not spun; flax tow and waste - Flax tow and waste"
530210,"True hemp (Cannabis sativa L.), raw or processed but not spun; - True hemp, raw or retted"
530290,"True hemp (Cannabis sativa L.), raw or processed but not spun; - Other"
530310,"Jute and other textile bast fibres (excluding flax, true hemp and - Jute and other textile bast fibres, raw or retted"
530390,"Jute and other textile bast fibres (excluding flax, true hemp and - Other"
530500,"5305.00 Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and - 53.05 Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and"
530610,Flax yarn - Single
530620,Flax yarn - Multiple (folded) or cabled
530710,Yarn of jute or of other textile bast fibres of heading 53.03 - Single
530720,Yarn of jute or of other textile bast fibres of heading 53.03 - Multiple (folded) or cabled
530810,Yarn of other vegetable textile fibres; paper yarn - Coir yarn
530820,Yarn of other vegetable textile fibres; paper yarn - True hemp yarn
530890,Yarn of other vegetable textile fibres; paper yarn - Other
530911,Woven fabrics of flax - Containing 85 % or more by weight of flax - Unbleached or bleached
530919,Woven fabrics of flax - Containing 85 % or more by weight of flax - Other
530921,Woven fabrics of flax - Containing less than 85 % by weight of flax - Unbleached or bleached
530929,Woven fabrics of flax - Containing less than 85 % by weight of flax - Other
531010,Woven fabrics of jute or of other textile bast fibres of - Unbleached
531090,Woven fabrics of jute or of other textile bast fibres of - Other
531100,5311.00 Woven fabrics of other vegetable textile fibres; woven fabrics of - 53.11 Woven fabrics of other vegetable textile fibres; woven fabrics of
540110,"Sewing thread of man-made filaments, whether or not put up for - Of synthetic filaments"
540120,"Sewing thread of man-made filaments, whether or not put up for - Of artificial filaments"
540211,"Synthetic filament yarn (other than sewing thread), not put up - Of aramids"
540219,"Synthetic filament yarn (other than sewing thread), not put up - Other"
540220,"Synthetic filament yarn (other than sewing thread), not put up - High tenacity yarn of polyesters, whether or not textured"
540231,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Of nylon or other polyamides, measuring per single yarn not"
540232,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Of nylon or other polyamides, measuring per single yarn more"
540233,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Of polyesters"
540234,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Of polypropylene"
540239,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Other"
540244,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Elastomeric"
540245,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Other, of nylon or other polyamides"
540246,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Other, of polyesters, partially oriented"
540247,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Other, of polyesters"
540248,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Other, of polypropylene"
540249,"Synthetic filament yarn (other than sewing thread), not put up - Textured yarn - Other"
540251,"Synthetic filament yarn (other than sewing thread), not put up - Other yarn, single, with a twist exceeding 50 turns per metre - Of nylon or other polyamides"
540252,"Synthetic filament yarn (other than sewing thread), not put up - Other yarn, single, with a twist exceeding 50 turns per metre - Of polyesters"
540253,"Synthetic filament yarn (other than sewing thread), not put up - Other yarn, single, with a twist exceeding 50 turns per metre - Of polypropylene"
540259,"Synthetic filament yarn (other than sewing thread), not put up - Other yarn, single, with a twist exceeding 50 turns per metre - Other"
540261,"Synthetic filament yarn (other than sewing thread), not put up - Other yarn, multiple (folded) or cabled - Of nylon or other polyamides"
540262,"Synthetic filament yarn (other than sewing thread), not put up - Other yarn, multiple (folded) or cabled - Of polyesters"
540263,"Synthetic filament yarn (other than sewing thread), not put up - Other yarn, multiple (folded) or cabled - Of polypropylene"
540269,"Synthetic filament yarn (other than sewing thread), not put up - Other yarn, multiple (folded) or cabled - Other"
540310,"Artificial filament yarn (other than sewing thread), not put up - High tenacity yarn of viscose rayon"
540331,"Artificial filament yarn (other than sewing thread), not put up - Other yarn, single - Of viscose rayon, untwisted or with a twist not exceeding 120"
540332,"Artificial filament yarn (other than sewing thread), not put up - Other yarn, single - Of viscose rayon, with a twist exceeding 120 turns per metre"
540333,"Artificial filament yarn (other than sewing thread), not put up - Other yarn, single - Of cellulose acetate"
540339,"Artificial filament yarn (other than sewing thread), not put up - Other yarn, single - Other"
540341,"Artificial filament yarn (other than sewing thread), not put up - Other yarn, multiple (folded) or cabled - Of viscose rayon"
540342,"Artificial filament yarn (other than sewing thread), not put up - Other yarn, multiple (folded) or cabled - Of cellulose acetate"
540349,"Artificial filament yarn (other than sewing thread), not put up - Other yarn, multiple (folded) or cabled - Other"
540411,Synthetic monofilament of 67 decitex or more and of which no - Monofilament - Elastomeric
540412,"Synthetic monofilament of 67 decitex or more and of which no - Monofilament - Other, of polypropylene"
540419,Synthetic monofilament of 67 decitex or more and of which no - Monofilament - Other
540490,Synthetic monofilament of 67 decitex or more and of which no - Monofilament - Other
540500,5405.00 Artificial monofilament of 67 decitex or more and of which no - 54.05 Artificial monofilament of 67 decitex or more and of which no
540600,"5406.00 Man-made filament yarn (other than sewing thread), put up for - 54.06 Man-made filament yarn (other than sewing thread), put up for"
540710,"Woven fabrics of synthetic filament yarn, including woven - Woven fabrics obtained from high tenacity yarn of nylon or other"
540720,"Woven fabrics of synthetic filament yarn, including woven - Woven fabrics obtained from strip or the like"
540730,"Woven fabrics of synthetic filament yarn, including woven - Fabrics specified in Note 9 to Section XI"
540741,"Woven fabrics of synthetic filament yarn, including woven - Unbleached or bleached"
540742,"Woven fabrics of synthetic filament yarn, including woven - Dyed"
540743,"Woven fabrics of synthetic filament yarn, including woven - Of yarns of different colours"
540744,"Woven fabrics of synthetic filament yarn, including woven - Printed"
540751,"Woven fabrics of synthetic filament yarn, including woven - Unbleached or bleached"
540752,"Woven fabrics of synthetic filament yarn, including woven - Dyed"
540753,"Woven fabrics of synthetic filament yarn, including woven - Of yarns of different colours"
540754,"Woven fabrics of synthetic filament yarn, including woven - Printed"
540761,"Woven fabrics of synthetic filament yarn, including woven - Containing 85 % or more by weight of non-textured polyester"
540769,"Woven fabrics of synthetic filament yarn, including woven - Other"
540771,"Woven fabrics of synthetic filament yarn, including woven - Unbleached or bleached"
540772,"Woven fabrics of synthetic filament yarn, including woven - Dyed"
540773,"Woven fabrics of synthetic filament yarn, including woven - Of yarns of different colours"
540774,"Woven fabrics of synthetic filament yarn, including woven - Printed"
540781,"Woven fabrics of synthetic filament yarn, including woven - Unbleached or bleached"
540782,"Woven fabrics of synthetic filament yarn, including woven - Dyed"
540783,"Woven fabrics of synthetic filament yarn, including woven - Of yarns of different colours"
540784,"Woven fabrics of synthetic filament yarn, including woven - Printed"
540791,"Woven fabrics of synthetic filament yarn, including woven - Other woven fabrics - Unbleached or bleached"
540792,"Woven fabrics of synthetic filament yarn, including woven - Other woven fabrics - Dyed"
540793,"Woven fabrics of synthetic filament yarn, including woven - Other woven fabrics - Of yarns of different colours"
540794,"Woven fabrics of synthetic filament yarn, including woven - Other woven fabrics - Printed"
540810,"Woven fabrics of artificial filament yarn, including woven - Woven fabrics obtained from high tenacity yarn of viscose rayon"
540821,"Woven fabrics of artificial filament yarn, including woven - Unbleached or bleached"
540822,"Woven fabrics of artificial filament yarn, including woven - Dyed"
540823,"Woven fabrics of artificial filament yarn, including woven - Of yarns of different colours"
540824,"Woven fabrics of artificial filament yarn, including woven - Printed"
540831,"Woven fabrics of artificial filament yarn, including woven - Other woven fabrics - Unbleached or bleached"
540832,"Woven fabrics of artificial filament yarn, including woven - Other woven fabrics - Dyed"
540833,"Woven fabrics of artificial filament yarn, including woven - Other woven fabrics - Of yarns of different colours"
540834,"Woven fabrics of artificial filament yarn, including woven - Other woven fabrics - Printed"
550111,Synthetic filament tow - Of nylon or other polyamides - Of aramids
550119,Synthetic filament tow - Of nylon or other polyamides - Other
550120,Synthetic filament tow - Of nylon or other polyamides - Of polyesters
550130,Synthetic filament tow - Of nylon or other polyamides - Acrylic or modacrylic
550140,Synthetic filament tow - Of nylon or other polyamides - Of polypropylene
550190,Synthetic filament tow - Of nylon or other polyamides - Other
550210,Artificial filament tow - Of cellulose acetate
550290,Artificial filament tow - Other
550311,"Synthetic staple fibres, not carded, combed or otherwise - Of nylon or other polyamides - Of aramids"
550319,"Synthetic staple fibres, not carded, combed or otherwise - Of nylon or other polyamides - Other"
550320,"Synthetic staple fibres, not carded, combed or otherwise - Of nylon or other polyamides - Of polyesters"
550330,"Synthetic staple fibres, not carded, combed or otherwise - Of nylon or other polyamides - Acrylic or modacrylic"
550340,"Synthetic staple fibres, not carded, combed or otherwise - Of nylon or other polyamides - Of polypropylene"
550390,"Synthetic staple fibres, not carded, combed or otherwise - Of nylon or other polyamides - Other"
550410,"Artificial staple fibres, not carded, combed or otherwise - Of viscose rayon"
550490,"Artificial staple fibres, not carded, combed or otherwise - Other"
550510,"Waste (including noils, yarn waste and garnetted stock) of man- - Of synthetic fibres"
550520,"Waste (including noils, yarn waste and garnetted stock) of man- - Of artificial fibres"
550610,"Synthetic staple fibres, carded, combed or otherwise processed - Of nylon or other polyamides"
550620,"Synthetic staple fibres, carded, combed or otherwise processed - Of polyesters"
550630,"Synthetic staple fibres, carded, combed or otherwise processed - Acrylic or modacrylic"
550640,"Synthetic staple fibres, carded, combed or otherwise processed - Of polypropylene"
550690,"Synthetic staple fibres, carded, combed or otherwise processed - Other"
550700,"5507.00 Artificial staple fibres, carded, combed or otherwise processed - 55.07 Artificial staple fibres, carded, combed or otherwise processed"
550810,"Sewing thread of man-made staple fibres, whether or not put up - Of synthetic staple fibres"
550820,"Sewing thread of man-made staple fibres, whether or not put up - Of artificial staple fibres"
550911,"Yarn (other than sewing thread) of synthetic staple fibres, not - Single yarn"
550912,"Yarn (other than sewing thread) of synthetic staple fibres, not - Multiple (folded) or cabled yarn"
550921,"Yarn (other than sewing thread) of synthetic staple fibres, not - Containing 85 % or more by weight of polyester staple fibre - Single yarn"
550922,"Yarn (other than sewing thread) of synthetic staple fibres, not - Containing 85 % or more by weight of polyester staple fibre - Multiple (folded) or cabled yarn"
550931,"Yarn (other than sewing thread) of synthetic staple fibres, not - Containing 85 % or more by weight of polyester staple fibre - Single yarn"
550932,"Yarn (other than sewing thread) of synthetic staple fibres, not - Containing 85 % or more by weight of polyester staple fibre - Multiple (folded) or cabled yarn"
550941,"Yarn (other than sewing thread) of synthetic staple fibres, not - Containing 85 % or more by weight of polyester staple fibre - Single yarn"
550942,"Yarn (other than sewing thread) of synthetic staple fibres, not - Containing 85 % or more by weight of polyester staple fibre - Multiple (folded) or cabled yarn"
550951,"Yarn (other than sewing thread) of synthetic staple fibres, not - Other yarn, of polyester staple fibres - Mixed mainly or solely with artificial staple fibres"
550952,"Yarn (other than sewing thread) of synthetic staple fibres, not - Other yarn, of polyester staple fibres - Mixed mainly or solely with wool or fine animal hair"
550953,"Yarn (other than sewing thread) of synthetic staple fibres, not - Other yarn, of polyester staple fibres - Mixed mainly or solely with cotton"
550959,"Yarn (other than sewing thread) of synthetic staple fibres, not - Other yarn, of polyester staple fibres - Other"
550961,"Yarn (other than sewing thread) of synthetic staple fibres, not - Other yarn, of acrylic or modacrylic staple fibres - Mixed mainly or solely with wool or fine animal hair"
550962,"Yarn (other than sewing thread) of synthetic staple fibres, not - Other yarn, of acrylic or modacrylic staple fibres - Mixed mainly or solely with cotton"
550969,"Yarn (other than sewing thread) of synthetic staple fibres, not - Other yarn, of acrylic or modacrylic staple fibres - Other"
550991,"Yarn (other than sewing thread) of synthetic staple fibres, not - Other yarn - Mixed mainly or solely with wool or fine animal hair"
550992,"Yarn (other than sewing thread) of synthetic staple fibres, not - Other yarn - Mixed mainly or solely with cotton"
550999,"Yarn (other than sewing thread) of synthetic staple fibres, not - Other yarn - Other"
551011,"Yarn (other than sewing thread) of artificial staple fibres, not put - Containing 85 % or more by weight of artificial staple fibres - Single yarn"
551012,"Yarn (other than sewing thread) of artificial staple fibres, not put - Containing 85 % or more by weight of artificial staple fibres - Multiple (folded) or cabled yarn"
551020,"Yarn (other than sewing thread) of artificial staple fibres, not put - Containing 85 % or more by weight of artificial staple fibres - Other yarn, mixed mainly or solely with wool or fine animal hair"
551030,"Yarn (other than sewing thread) of artificial staple fibres, not put - Containing 85 % or more by weight of artificial staple fibres - Other yarn, mixed mainly or solely with cotton"
551090,"Yarn (other than sewing thread) of artificial staple fibres, not put - Containing 85 % or more by weight of artificial staple fibres - Other yarn"
551110,"Yarn (other than sewing thread) of man-made staple fibres, put - Of synthetic staple fibres, containing 85 % or more by weight of"
551120,"Yarn (other than sewing thread) of man-made staple fibres, put - Of synthetic staple fibres, containing less than 85 % by weight of"
551130,"Yarn (other than sewing thread) of man-made staple fibres, put - Of artificial staple fibres"
551211,"Woven fabrics of synthetic staple fibres, containing 85 % or more - Containing 85 % or more by weight of polyester staple fibres - Unbleached or bleached"
551219,"Woven fabrics of synthetic staple fibres, containing 85 % or more - Containing 85 % or more by weight of polyester staple fibres - Other"
551221,"Woven fabrics of synthetic staple fibres, containing 85 % or more - Containing 85 % or more by weight of polyester staple fibres - Unbleached or bleached"
551229,"Woven fabrics of synthetic staple fibres, containing 85 % or more - Containing 85 % or more by weight of polyester staple fibres - Other"
551291,"Woven fabrics of synthetic staple fibres, containing 85 % or more - Other - Unbleached or bleached"
551299,"Woven fabrics of synthetic staple fibres, containing 85 % or more - Other - Other"
551311,"Woven fabrics of synthetic staple fibres, containing less than - Unbleached or bleached - Of polyester staple fibres, plain weave"
551312,"Woven fabrics of synthetic staple fibres, containing less than - Unbleached or bleached - 3-thread or 4-thread twill, including cross twill, of polyester staple"
551313,"Woven fabrics of synthetic staple fibres, containing less than - Unbleached or bleached - Other woven fabrics of polyester staple fibres"
551319,"Woven fabrics of synthetic staple fibres, containing less than - Unbleached or bleached - Other woven fabrics"
551321,"Woven fabrics of synthetic staple fibres, containing less than - Dyed - Of polyester staple fibres, plain weave"
551323,"Woven fabrics of synthetic staple fibres, containing less than - Dyed - Other woven fabrics of polyester staple fibres"
551329,"Woven fabrics of synthetic staple fibres, containing less than - Dyed - Other woven fabrics"
551331,"Woven fabrics of synthetic staple fibres, containing less than - Of yarns of different colours - Of polyester staple fibres, plain weave"
551339,"Woven fabrics of synthetic staple fibres, containing less than - Of yarns of different colours - Other woven fabrics"
551341,"Woven fabrics of synthetic staple fibres, containing less than - Printed - Of polyester staple fibres, plain weave"
551349,"Woven fabrics of synthetic staple fibres, containing less than - Printed - Other woven fabrics"
551411,"Woven fabrics of synthetic staple fibres, containing less than - Unbleached or bleached - Of polyester staple fibres, plain weave"
551412,"Woven fabrics of synthetic staple fibres, containing less than - Unbleached or bleached - 3-thread or 4-thread twill, including cross twill, of polyester staple"
551419,"Woven fabrics of synthetic staple fibres, containing less than - Unbleached or bleached - Other woven fabrics"
551421,"Woven fabrics of synthetic staple fibres, containing less than - Dyed - Of polyester staple fibres, plain weave"
551422,"Woven fabrics of synthetic staple fibres, containing less than - Dyed - 3-thread or 4-thread twill, including cross twill, of polyester staple"
551423,"Woven fabrics of synthetic staple fibres, containing less than - Dyed - Other woven fabrics of polyester staple fibres"
551429,"Woven fabrics of synthetic staple fibres, containing less than - Dyed - Other woven fabrics"
551430,"Woven fabrics of synthetic staple fibres, containing less than - Dyed - Of yarns of different colours"
551441,"Woven fabrics of synthetic staple fibres, containing less than - Printed - Of polyester staple fibres, plain weave"
551442,"Woven fabrics of synthetic staple fibres, containing less than - Printed - 3-thread or 4-thread twill, including cross twill, of polyester staple"
551443,"Woven fabrics of synthetic staple fibres, containing less than - Printed - Other woven fabrics of polyester staple fibres"
551449,"Woven fabrics of synthetic staple fibres, containing less than - Printed - Other woven fabrics"
551511,Other woven fabrics of synthetic staple fibres - Of polyester staple fibres - Mixed mainly or solely with viscose rayon staple fibres
551512,Other woven fabrics of synthetic staple fibres - Of polyester staple fibres - Mixed mainly or solely with man-made filaments
551513,Other woven fabrics of synthetic staple fibres - Of polyester staple fibres - Mixed mainly or solely with wool or fine animal hair
551519,Other woven fabrics of synthetic staple fibres - Of polyester staple fibres - Other
551521,Other woven fabrics of synthetic staple fibres - Of acrylic or modacrylic staple fibres - Mixed mainly or solely with man-made filaments
551522,Other woven fabrics of synthetic staple fibres - Of acrylic or modacrylic staple fibres - Mixed mainly or solely with wool or fine animal hair
551529,Other woven fabrics of synthetic staple fibres - Of acrylic or modacrylic staple fibres - Other
551591,Other woven fabrics of synthetic staple fibres - Other woven fabrics - Mixed mainly or solely with man-made filaments
551599,Other woven fabrics of synthetic staple fibres - Other woven fabrics - Other
551611,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Unbleached or bleached
551612,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Dyed
551613,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Of yarns of different colours
551614,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Printed
551621,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Unbleached or bleached
551622,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Dyed
551623,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Of yarns of different colours
551624,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Printed
551631,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Unbleached or bleached
551632,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Dyed
551633,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Of yarns of different colours
551634,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Printed
551641,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Unbleached or bleached
551642,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Dyed
551643,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Of yarns of different colours
551644,Woven fabrics of artificial staple fibres - Containing 85 % or more by weight of artificial staple fibres - Printed
551691,Woven fabrics of artificial staple fibres - Other - Unbleached or bleached
551692,Woven fabrics of artificial staple fibres - Other - Dyed
551693,Woven fabrics of artificial staple fibres - Other - Of yarns of different colours
551694,Woven fabrics of artificial staple fibres - Other - Printed
560121,"Wadding of textile materials and articles thereof; textile fibres, - Wadding of textile materials and articles thereof - Of cotton"
560122,"Wadding of textile materials and articles thereof; textile fibres, - Wadding of textile materials and articles thereof - Of man-made fibres"
560129,"Wadding of textile materials and articles thereof; textile fibres, - Wadding of textile materials and articles thereof - Other"
560130,"Wadding of textile materials and articles thereof; textile fibres, - Wadding of textile materials and articles thereof - Textile flock and dust and mill neps"
560210,"Felt, whether or not impregnated, coated, covered or laminated - Needleloom felt and stitch-bonded fibre fabrics"
560221,"Felt, whether or not impregnated, coated, covered or laminated - Other felt, not impregnated, coated, covered or laminated - Of wool or fine animal hair"
560229,"Felt, whether or not impregnated, coated, covered or laminated - Other felt, not impregnated, coated, covered or laminated - Of other textile materials"
560290,"Felt, whether or not impregnated, coated, covered or laminated - Other felt, not impregnated, coated, covered or laminated - Other"
560311,"Nonwovens, whether or not impregnated, coated, covered or - Of man-made filaments - Weighing not more than 25 g/m²"
560312,"Nonwovens, whether or not impregnated, coated, covered or - Of man-made filaments - Weighing more than 25 g/m² but not more than 70 g/m²"
560313,"Nonwovens, whether or not impregnated, coated, covered or - Of man-made filaments - Weighing more than 70 g/m² but not more than 150 g/m²"
560314,"Nonwovens, whether or not impregnated, coated, covered or - Of man-made filaments - Weighing more than 150 g/m²"
560391,"Nonwovens, whether or not impregnated, coated, covered or - Other - Weighing not more than 25 g/m²"
560392,"Nonwovens, whether or not impregnated, coated, covered or - Other - Weighing more than 25 g/m² but not more than 70 g/m²"
560393,"Nonwovens, whether or not impregnated, coated, covered or - Other - Weighing more than 70 g/m² but not more than 150 g/m²"
560394,"Nonwovens, whether or not impregnated, coated, covered or - Other - Weighing more than 150 g/m²"
560410,"Rubber thread and cord, textile covered; textile yarn, and strip - Rubber thread and cord, textile covered"
560490,"Rubber thread and cord, textile covered; textile yarn, and strip - Other"
560500,"5605.00 Metallised yarn, whether or not gimped, being textile yarn, or - 56.05 Metallised yarn, whether or not gimped, being textile yarn, or"
560600,"5606.00 Gimped yarn, and strip and the like of heading 54.04 or 54.05, - 56.06 Gimped yarn, and strip and the like of heading 54.04 or 54.05,"
560721,"Twine, cordage, ropes and cables, whether or not plaited or - Of sisal or other textile fibres of the genus Agave - Binder or baler twine"
560729,"Twine, cordage, ropes and cables, whether or not plaited or - Of sisal or other textile fibres of the genus Agave - Other"
560741,"Twine, cordage, ropes and cables, whether or not plaited or - Of polyethylene or polypropylene - Binder or baler twine"
560749,"Twine, cordage, ropes and cables, whether or not plaited or - Of polyethylene or polypropylene - Other"
560750,"Twine, cordage, ropes and cables, whether or not plaited or - Of polyethylene or polypropylene - Of other synthetic fibres"
560790,"Twine, cordage, ropes and cables, whether or not plaited or - Of polyethylene or polypropylene - Other"
560811,"Knotted netting of twine, cordage or rope; made up fishing nets - Of man-made textile materials - Made up fishing nets"
560819,"Knotted netting of twine, cordage or rope; made up fishing nets - Of man-made textile materials - Other"
560890,"Knotted netting of twine, cordage or rope; made up fishing nets - Of man-made textile materials - Other"
