hs6,description
560900,"5609.00 Articles of yarn, strip or the like of heading 54.04 or 54.05, twine, - 56.09 Articles of yarn, strip or the like of heading 54.04 or 54.05, twine,"
570110,"Carpets and other textile floor coverings, knotted, whether or not - Of wool or fine animal hair"
570190,"Carpets and other textile floor coverings, knotted, whether or not - Of other textile materials"
570210,"Carpets and other textile floor coverings, woven, not tufted or - “Kelem”, “Schumacks”, “Karamanie” and similar hand-woven rugs"
570220,"Carpets and other textile floor coverings, woven, not tufted or - Floor coverings of coconut fibres (coir)"
570231,"Carpets and other textile floor coverings, woven, not tufted or - Other, of pile construction, not made up - Of wool or fine animal hair"
570232,"Carpets and other textile floor coverings, woven, not tufted or - Other, of pile construction, not made up - Of man-made textile materials"
570239,"Carpets and other textile floor coverings, woven, not tufted or - Other, of pile construction, not made up - Of other textile materials"
570241,"Carpets and other textile floor coverings, woven, not tufted or - Other, of pile construction, made up - Of wool or fine animal hair"
570242,"Carpets and other textile floor coverings, woven, not tufted or - Other, of pile construction, made up - Of man-made textile materials"
570249,"Carpets and other textile floor coverings, woven, not tufted or - Other, of pile construction, made up - Of other textile materials"
570250,"Carpets and other textile floor coverings, woven, not tufted or - Other, of pile construction, made up - Other, not of pile construction, not made up"
570291,"Carpets and other textile floor coverings, woven, not tufted or - Other, not of pile construction, made up - Of wool or fine animal hair"
570292,"Carpets and other textile floor coverings, woven, not tufted or - Other, not of pile construction, made up - Of man-made textile materials"
570299,"Carpets and other textile floor coverings, woven, not tufted or - Other, not of pile construction, made up - Of other textile materials"
570310,"Carpets and other textile floor coverings (including turf), tufted, - Of wool or fine animal hair"
570321,"Carpets and other textile floor coverings (including turf), tufted, - Of nylon or other polyamides - Turf"
570329,"Carpets and other textile floor coverings (including turf), tufted, - Of nylon or other polyamides - Other"
570331,"Carpets and other textile floor coverings (including turf), tufted, - Of other man-made textile materials - Turf"
570339,"Carpets and other textile floor coverings (including turf), tufted, - Of other man-made textile materials - Other"
570390,"Carpets and other textile floor coverings (including turf), tufted, - Of other man-made textile materials - Of other textile materials"
570410,"Carpets and other textile floor coverings, of felt, not tufted or - Tiles, having a maximum surface area of 0.3 m²"
570420,"Carpets and other textile floor coverings, of felt, not tufted or - Tiles, having a maximum surface area exceeding 0.3 m² but not"
570490,"Carpets and other textile floor coverings, of felt, not tufted or - Other"
570500,"5705.00 Other carpets and other textile floor coverings, whether or not - 57.05 Other carpets and other textile floor coverings, whether or not"
580110,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of wool or fine animal hair"
580121,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of cotton - Uncut weft pile fabrics"
580122,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of cotton - Cut corduroy"
580123,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of cotton - Other weft pile fabrics"
580126,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of cotton - Chenille fabrics"
580127,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of cotton - Warp pile fabrics"
580131,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of man-made fibres - Uncut weft pile fabrics"
580132,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of man-made fibres - Cut corduroy"
580133,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of man-made fibres - Other weft pile fabrics"
580136,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of man-made fibres - Chenille fabrics"
580137,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of man-made fibres - Warp pile fabrics"
580190,"Woven pile fabrics and chenille fabrics, other than fabrics of - Of man-made fibres - Of other textile materials"
580210,"Terry towelling and similar woven terry fabrics, other than - Terry towelling and similar woven terry fabrics, of cotton"
580220,"Terry towelling and similar woven terry fabrics, other than - Terry towelling and similar woven terry fabrics, of other textile"
580230,"Terry towelling and similar woven terry fabrics, other than - Tufted textile fabrics"
580300,"5803.00 Gauze, other than narrow fabrics of heading 58.06 - 58.03 Gauze, other than narrow fabrics of heading 58.06."
580410,"Tulles and other net fabrics, not including woven, knitted or - Tulles and other net fabrics"
580421,"Tulles and other net fabrics, not including woven, knitted or - Mechanically made lace - Of man-made fibres"
580429,"Tulles and other net fabrics, not including woven, knitted or - Mechanically made lace - Of other textile materials"
580430,"Tulles and other net fabrics, not including woven, knitted or - Mechanically made lace - Hand-made lace"
580500,"5805.00 Hand-woven tapestries of the type Gobelins, Flanders, - 58.05 Hand-woven tapestries of the type Gobelins, Flanders,"
580610,"Narrow woven fabrics, other than goods of heading 58.07; - Woven pile fabrics (including terry towelling and similar terry"
580620,"Narrow woven fabrics, other than goods of heading 58.07; - Other woven fabrics, containing by weight 5 % or more of"
580631,"Narrow woven fabrics, other than goods of heading 58.07; - Other woven fabrics - Of cotton"
580632,"Narrow woven fabrics, other than goods of heading 58.07; - Other woven fabrics - Of man-made fibres"
580639,"Narrow woven fabrics, other than goods of heading 58.07; - Other woven fabrics - Of other textile materials"
580640,"Narrow woven fabrics, other than goods of heading 58.07; - Other woven fabrics - Fabrics consisting of warp without weft assembled by means of an"
580710,"Labels, badges and similar articles of textile materials, in the - Woven"
580790,"Labels, badges and similar articles of textile materials, in the - Other"
580810,"Braids in the piece; ornamental trimmings in the piece, without - Braids in the piece"
580890,"Braids in the piece; ornamental trimmings in the piece, without - Other"
580900,5809.00 Woven fabrics of metal thread and woven fabrics of metallised - 58.09 Woven fabrics of metal thread and woven fabrics of metallised
581010,"Embroidery in the piece, in strips or in motifs - Embroidery without visible ground"
581091,"Embroidery in the piece, in strips or in motifs - Other embroidery - Of cotton"
581092,"Embroidery in the piece, in strips or in motifs - Other embroidery - Of man-made fibres"
581099,"Embroidery in the piece, in strips or in motifs - Other embroidery - Of other textile materials"
581100,"5811.00 Quilted textile products in the piece, composed of one or more - 58.11 Quilted textile products in the piece, composed of one or more"
590110,"Textile fabrics coated with gum or amylaceous substances, of a - Textile fabrics coated with gum or amylaceous substances, of a kind"
590190,"Textile fabrics coated with gum or amylaceous substances, of a - Other"
590210,Tyre cord fabric of high tenacity yarn of nylon or other - Of nylon or other polyamides
590220,Tyre cord fabric of high tenacity yarn of nylon or other - Of polyesters
590290,Tyre cord fabric of high tenacity yarn of nylon or other - Other
590310,"Textile fabrics impregnated, coated, covered or laminated with - With poly(vinyl chloride)"
590320,"Textile fabrics impregnated, coated, covered or laminated with - With polyurethane"
590390,"Textile fabrics impregnated, coated, covered or laminated with - Other"
590410,"Linoleum, whether or not cut to shape; floor coverings consisting - Linoleum"
590490,"Linoleum, whether or not cut to shape; floor coverings consisting - Other"
590500,5905.00 Textile wall coverings - 59.05 Textile wall coverings.
590610,"Rubberised textile fabrics, other than those of heading 59.02 - Adhesive tape of a width not exceeding 20 cm"
590691,"Rubberised textile fabrics, other than those of heading 59.02 - Other - Knitted or crocheted"
590699,"Rubberised textile fabrics, other than those of heading 59.02 - Other - Other"
590700,"5907.00 Textile fabrics otherwise impregnated, coated or covered; - 59.07 Textile fabrics otherwise impregnated, coated or covered;"
590800,"5908.00 Textile wicks, woven, plaited or knitted , for lamps, stoves, - 59.08 Textile wicks, woven, plaited or knitted , for lamps, stoves,"
590900,"5909.00 Textile hosepiping and similar textile tubing, with or without - 59.09 Textile hosepiping and similar textile tubing, with or without"
591000,"5910.00 Transmission or conveyor belts or belting, of textile material, - 59.10 Transmission or conveyor belts or belting, of textile material,"
591110,"Textile products and articles, for technical uses, specified in - Textile fabrics, felt and felt-lined woven fabrics, coated, covered or"
591120,"Textile products and articles, for technical uses, specified in - Bolting cloth, whether or not made up"
591131,"Textile products and articles, for technical uses, specified in - Weighing less than 650 g/m2"
591132,"Textile products and articles, for technical uses, specified in - Weighing 650 g/m2 or more"
591140,"Textile products and articles, for technical uses, specified in - Filtering or straining cloth of a kind used in oil presses or the like,"
591190,"Textile products and articles, for technical uses, specified in - Other"
600110,"Pile fabrics, including “long pile” fabrics and terry fabrics, - “Long pile” fabrics"
600121,"Pile fabrics, including “long pile” fabrics and terry fabrics, - Looped pile fabrics - Of cotton"
600122,"Pile fabrics, including “long pile” fabrics and terry fabrics, - Looped pile fabrics - Of man-made fibres"
